idsp,sku,name,brand_name,price,short_description
72750441,1525769524578,Bàn Phím Cơ mini không dây Bluetooth 5.0 Ajazz AK33 White Chống ồn - hàng nhập khẩu,Ajazz,930000,"- Bàn Phím Cơ mini không dây Bluetooth 5.0 Ajazz AK33 Chống ồn Gọn gàng , đơn giản và tinh tế- Switch 82 Phím Chống ồn- Led trắng đơn sắc đơn giản sang trọng không màu mè- Chất liệu kim loại- Kết nối..."
124742926,8683178117998,Apple MacBook Air M1 2020 - 13 Inchs (8GB / 16GB - 256GB / 512GB) - Hàng Chính Hãng,Apple,30590000,"
Nội dung tính năng
MacBook Air là máy tính xách tay mỏng và nhẹ nhất của Apple – nay thay đổi ngoạn mục với chip Apple M1 mạnh mẽ. Tạo ra một cú nhảy vọt về hiệu năng CPU và đồ họa, cùng thời lượng..."
125013938,5244909000196,Apple MacBook Pro M1 2020 - 13 Inchs (8GB / 16GB - 256GB / 512GB) - Hàng Chính Hãng,Apple,35990000,"


Nội dung tính năng
Macbook Pro 13 inch thay đổi ngoạn mục nhờ chip Apple M1, với sức mạnh xử lý tăng thêm đến 2.8x, (1) tốc độ xử lý đồ họa nhanh hơn 5x1 cùng thời lượng pin lên đến 20 giờ – thời..."
143022287,3226775600659,Laptop Asus ZenBook Flip S UX371EA-HL725WS (Core i7-1165G7/ 16GB LPDDR4x/ 1TB SSD/ 13.3 OLED 4K UHD Touch/ Win11) - Hàng Chính Hãng,Asus,39759000,"Thiết kế đẹp mắt, hiện đại
Laptop Asus ZenBook Flip S UX371EA-HL725WS là 1 chiếc ultrabook có thiết kế nhẹ nhàng với lớp vỏ được phủ lớp sơn đen nhám và các cạnh vát kim cương màu đồng xung quanh..."
116629798,5037884571283,"Đế tản nhiệt laptop máy tính 3, 6 quạt có đèn LED cực đẹp, chạy êm, làm mát hiệu quả thích hợp cho nhiều loại laptop tặng kèm móc khóa 5TECH",OEM,249000,"Đế tản nhiệt laptop máy tính có đèn LED cực đẹp, chạy êm, làm mát hiệu quả thích hợp cho nhiều loại laptop tặng kèm móc khóa 5TECH
Lưu ý: Nên cắm trực tiếp tản nhiệt vào ổ điện qua củ sạc điện thoại..."
108591561,7704951705268,"Laptop HP 340s G7 224L1PA i3 1005G1 | 4GB RAM | 512GB SSD | 14"" FHD | Win 10 | Xám - Hàng Chính Hãng",HP,13890000,"
 
 
  
   Thông số kỹ thuật:
   RAM: 4GB(1 x 4GB) DDR4 2666Mhz (2 khe)
   Ổ cứng: 512GB PCIe NVMe SSD
   Màn hình: 14.0 inch FHD (1920 x 1080), IPS, anti-glare, 250 nits, 45% NTSC
   Pin: 3-cell, 41..."
135093811,8466124629038,Laptop Dell Inspiron 15 3511 P112F001ABL (Đen) - Hàng chính hãng,Dell,15190000,"Laptop Dell Inspiron 15 3511 P112F001ABL với thiết kế thanh lịch, mạnh mẽ và mang trong mình một hiệu năng ổn định đủ giải quyết tốt các tác vụ văn phòng cơ bản đến nghe nhạc, xem phim giải trí hàng..."
142795843,5497778605129,Laptop Dell Vostro 5415 V4R55500U015W (AMD R5-5500U/ 8GB/ 512GB SSD/ 14 FHD/ Win10 + Office) - Hàng Chính Hãng,Dell,19239000,"
Hiệu năng mạnh mẽ, card đồ hoạ chất lượng
Laptop Dell Vostro 5415 V4R55500U015W giúp xử lý mượt mà các vấn đề từ cơ bản đến nâng cao nhờ con chip AMD Ryzen 5. Các tác vụ phục vụ công việc cho bạn..."
120782190,9168518423896,"Giá đỡ / Đế đỡ tản nhiệt dành cho laptop, macbook, máy tính bảng gấp gọn tiện dụng + tặng kèm túi đựng, ( Giao màu ngẫu nhiên )- Hàng chính hãng",MAWA,170000,"Giá đỡ / Đế đỡ tản nhiệt dành cho laptop, macbook, máy tính bảng gấp gọn tiện dụng ( Giao màu ngẫu nhiên )- Hàng chính hãng
THÔNG TIN SẢN PHẨM
- Màu sắc : Shop giao màu ngẫu nhiên ( Trắng bạc ,Hồng,..."
129937277,6794012186052,Laptop Dell Vostro 3510 7T2YC1 (Core i5-1135G7/ 8GD4/ 512GB SSD/ 15.6 FHD/ Win10 + Office) - Hàng Chính Hãng,Dell,20990000,"Thiết kế &amp; ngoại hình
Laptop Dell Vostro 3510 7T2YC1 có thiết kế đơn giản- bền bỉ sẽ là 2 tính từ phù hợp nhất để miêu tả chung về thiết kế của Dell Inspiron 3510. Vỏ máy được bao phủ bởi một lớp..."
127380504,4365506440169,Laptop Dell Vostro 3400 (70253899) (i3-1115G4 | 8GB | 256GB | Intel UHD Graphics | 14' FHD | Win 10 | Office) -Hàng Chính Hãng,Dell,14190000,"Gọn gàng, tinh tế trên từng đường nét máyĐược chế tác từ lớp vỏ nhựa cứng cáp cùng những đường nét bo tròn tinh tế, Dell Vostro luôn gây ấn tượng với người dùng với thần thái kiêu sa, sang chảnh, nổi..."
136959272,3892425863187,Laptop Dell XPS 13 9310 70262931 (Core i5-1135G7/8GB/256GB/Intel Iris Xe/13.4-inch FHD/Cảm ứng/Win 10/Bạc) - Hàng chính hãng,Dell,41990000,"Dell XPS 13 9310 2in1 70262931 được thiết kế nhỏ gọn có thể giúp bạn mang  đi mọi nơi, phong cách phù hợp với nhiều đối tượng. 
Dell XPS 13 9310 2in1 70262931 được trang bị bộ xử lý Intel Core..."
137014231,1181475236961,Laptop HP Pavilion 15-eg0505TU (46M02PA) ( i5-1135G7/8GB RAM/512GB SSD/15.6 FHD/Win11/Vàng) Hàng Chính Hãng,HP,20990000,"
CPU: Intel Core i5-1135G7 (upto 4.20GHz, 8MB)
 

RAM: 8GB(2 x 4GB) DDR4 3200MHz (2 Khe)
 

Ổ cứng: 512GB PCIe NVMe M.2 SSD
 

VGA: Intel Iris Xe Graphics
 

Màn hình: 15.6 inch FHD (1920 x 1080),..."
135268246,3685838601622,Laptop HP Envy 13-ba1535TU 4U6M4PA (Core i7-1165G7/ 8GB RAM/ 512GB SSD/ 13.3 FHD/ Win11) - Hàng Chính Hãng,HP,28629000,"Thiết kế nhỏ gọn, thanh lịch
Laptop HP Envy 13-ba1535TU 4U6M4PA được thiết kế tinh tế từ vỏ kim loại nguyên khối màu vàng, laptop HP Envy 13 cho thấy được sự hiện đại, năng động nhưng cũng không kém..."
97045023,2478773217449,Laptop Acer Aspire 3 A315-56-502X NX.HS5SV.00F (Core i5-1035G1/ 4GB DDR4 2666MHz/ 256GB SSD M.2 PCIE/ 15.6 FHD IPS/ Win10) - Hàng Chính Hãng,Acer,14290000,"Thiết kế nhỏ gọn bắt mắt
Laptop Acer Aspire 3 A315-56-502X NX.HS5SV.00F có thiết kế màu sắc nổi bật trẻ trung cực thu hút ánh nhìn và trong từng cái chạm, Aspire 3 với trọng lượng ấn tượng chưa đến..."
37889069,8051802042936,Apple Macbook Pro Touch Bar 2019 MV962 - 13 Inchs (i5/ 8GB/ 256GB) - Hàng Chính Hãng,Apple,36490000,"Thiết kế cao cấp, sang trọng
Apple Macbook Pro Touch Bar 2019 - 13 Inchs (i5/ 8GB/ 256GB) được thiết kế sang trọng, tinh tế với khung làm bằng hợp kim nhôm đảm bảo được toàn bộ kiến trúc của máy có..."
20549945,3009176516267,"Đế  tản nhiệt có quạt 12 inch cho laptop, đèn LED N19 - de tan nhiet N19",OEM,110000,"ĐẶC ĐIỂM NỔI BẬT
Quạt kích thước lớn, bề mặt chống trượt
Đế tản nhiệt N19 được trang bị một quạt có kích thước 12 cm, được đặt ở vị trí trung tâm mặt đế, giúp toàn bộ bề mặt của laptop đều được đối..."
95996882,2117388978250,EDXIS CHROMEBOOK11 (S20-C) - Hàng nhập khẩu,Intel,14087040,"Operating System Chrome OS11.6"" inch 1366 x 768 resolution 16:9 HD LED Anti-Glare ( Chromebook 11 - S20-CS) /HD Touchscreen ( Chromebook 11 - S20-CT)Intel Dual Band Wireless / Bluetooth 802.11..."
141740640,1977455858094,Laptop MSI Modern 14 (B11MOU-848VN) (i7-1195G7/8GB RAM/512GB SSD/14inch FHD 72%NTSC /Win 10/Xám) Hàng chính hãng,MSI,22490000,"Kiểu dáng thanh lịch, sang trọng 
MSI Modern 14 được chế tạo trong khung vỏ nhôm siêu nhẹ với trọng lượng chỉ ~ 1.3kg và rất mỏng chỉ 16.9mm - Đúng tiêu chí sản xuất hàng đầu là di động và bền bỉ mọi..."
118528503,5740382762502,Laptop Dell Vostro 3400 V4I7015W (Core i7-1165G7/ 8GB/ 512GB/ 2GB MX330/ Win10) - Hàng Chính Hãng,Dell,23690000,"

Laptop Dell Vostro 3400 V4I7015W (i7 1165G7/8GB/512GB/2GB MX330/Win10) 

Trải nghiệm năng suất không bị gián đoạn
Màn hình khuếch đại: Một tấm nền FHD rực rỡ (220 nits) cung cấp độ sáng và màu sắc..."
113577973,8108320591131,Máy tính xách tay Laptop Dell Latitude 3420 L3420I3SSD (Intel Core i3-1115G4 | 14 Inch HD | RAM 8GB | 256GB SSD NVMe | Intel UHD Graphics | Fedora Os) - Hàng chính hãng,Dell,16600000,"Thiết kế sang trọng
Laptop Dell Latitude 3420 L3420I3SSD được thiết kế đơn giản, sang trọng với  vỏ ngoài được phủ sơn màu đen và các cạnh bên được vát mỏng, các đường nét góc cạnh được bo tròn gọn..."
81503768,6389285287488,Laptop Dell Vostro 3500 V3500A (Core i5-1135G7/ 4GB DDR4 3200MHz/ 256GB SSD M.2 PCIE/ MX330 2GB GDDR5/ Win10) - Hàng Chính Hãng,Dell,19990000,"Thiết kế mạnh mẽ
Laptop Dell Vostro 3500 V3500A là dòng laptop Dell đầu tiên được thiết đặc biệt dành cho các doanh nghiệp nhỏ, đem tới cho người dùng sự linh hoạt để chọn chính xác chiếc PC mà người..."
129602068,4848751010735,Laptop Dell Inspiron 3505 Y1N1T3 (AMD R3-3250U/ 8GB/ 256SSD/ 15.6 FHD/ Win10 + Office) - Hàng Chính Hãng,Dell,14990000,"
Laptop Dell Inspiron 15 3505 Y1N1T3
Thông số kỹ thuật : 




Thương hiệu
Dell


Model
Inspiron 15 3505 Y1N1T3


Màu sắc
Đen


Bộ vi xử lý
AMD Ryzen 3 3250U (2.6Ghz/4MB cache)


RAM
8GB DDR4 2400Mhz..."
136045731,1689139549506,"Laptop HP Envy 13 ba1030TU i7 1165G7/8GB/512GB/13.3""F/OfficeHS/Win10/(2K0B6PA)/Vàng - Hàng chính hãng",HP,30690000,"Laptop HP Envy 13 ba1030TU i7 (2K0B6PA) sở hữu thiết kế mỏng nhẹ, thời trang cùng cấu hình mạnh mẽ, đa nhiệm tốt rất phù hợp với những ai đang tìm kiếm một người bạn đồng hành đi mọi nơi và có hiệu..."
136975224,9130432328023,Laptop HP Probook 455 G8 (3G4Z9PA) (AMD R7-5800U/8GB/512GB SSD/15.6FHD/FP/Win 10/ Bạc) Hàng Chính Hãng,HP,25990000,"
CPU: AMD Ryzen 7 5800U (1.9GHz up to 4.4GHz, 16MB)
 

RAM: 8GB (1X8GB) DDR4 3200GHz
 

SSD: 512GB PCIe NVMe
 

VGA: Radeon Vega Graphics
 

Màn hình: 15.6 inch FHD (1920 x 1080), 45%NTSC, Tấm nền..."
81508726,3201079602948,Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Acer,18000000,"Mạnh, bền bỉ, trẻ trung đa sắc màu
Laptop Acer Aspire 5 A514-54-540F NX.A28SV.005 (Core i5-1135G7/ 8GB (4GBx2) DDR4 2666MHz/ 512GB SSD M.2 PCIE/ 14 FHD IPS/ Win10) - Hàng Chính Hãng - Acer vừa cho ra..."
108336898,8726239927616,Laptop HP 15s-fq2558TU 46M26PA (Core i7-1165G7/ 8GB (4x2) DDR4 3200MHz/ 512GB PCIe NVMe M.2 SSD/ 15.6 SVA/ Win11) - Hàng Chính Hãng,HP,18759000,"Vẻ ngoài công sở đầy tinh tế
Laptop HP 15s-fq2558TU 46M26PA rất phù hợp với học sinh - sinh viên lẫn dân văn phòng vì thiết kế linh hoạt, gọn nhẹ và tiện lợi. Vỏ ngoài của HP..."
118526595,7177087416851,Laptop Dell Vostro 3405 V4R53500U001W (AMD R5-3500U/ 4GB/ 256GB PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng,Dell,15290000,"

Laptop Dell Vostro 14 3405 (3405-V4R53500U001W) là thế hệ máy tính được cải tiến về hiệu năng nhằm tối ưu khả năng xử lý thông tin một cách nhanh chóng. Với thiết kế mang tính cơ động cao nhờ trọng..."
115708103,2268481364623,"Giá Đỡ Latop, Macbook, Máy Tính Xách Tay Thiết Kế Lưới Tản Nhiệt 06 Nấc Điều Chỉnh  Chiều Cao - Hàng Chính Hãng Tamayoko",Tamayoko,179999,"

Chất liệu hợp kim nhôm cao cấp sản phậm nhẹ và bền6 góc điều chỉnh khác nhau để thoải mái tối đa khi gõ, đọc và xem, bảo vệ hiệu quả của cột sống cổ. Lưới kim loại thông gió hỗ trợ tản nhiệt giữ..."
135727678,5909362043353,"Laptop Dell Inspiron 7400 i5 1135G7/16GB/512GB/2GB MX350/14.5""QHD/Win10/(N4I5134W)/Bạc - Hàng chính hãng",Dell,29690000,"Mang đến kiểu dáng sang trọng và đẳng cấp, laptop Dell Inspiron 7400 i5 1135G7 (N4I5134W) với sức mạnh hiệu năng mạnh mẽ từ&nbsp;chip Intel Gen 11, là cộng sự lý tưởng ở cả công việc và giải trí...."
129346920,6960582418346,Laptop MSI Modern 14 B11SBU-668VN (Core i5-1135G7/ 8GB DDR4 3200MHz/ 512GB SSD PCIe NVMe Gen3x4/ MX450 2GB GDDR5/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,MSI,20859000,"Trang bị vi xử lí Intel Core i5 thế hệ 11 mới nhất
Hãy để đam mê của bạn bắt nhịp với lối sống năng động. Dù là đang làm việc hay rong ruổi trên giảng đường, với vi xử lí Intel Core i5 thế hệ 11 mới..."
75557641,9973668187472,Laptop Dell Inspiron 14 5406 TYCJN1 (Core i7-1165G7/ 8GB DDR4 3200MHz/ 512GB M.2 PCIe NVMe/ MX330 2GB GDDR5/ 14 FHD IPS/ Win10) - Hàng Chính Hãng,Dell,28590000,"Cảm nhận sức mạnh
Bộ xử lý Intel Core I7 Thế hệ thứ 11 mới nhất mang lại khả năng phản hồi đáng kinh ngạc và đa nhiệm mượt mà, liền mạch. Dễ dàng chuyển đổi qua lại giữa các ứng dụng đang mở với bộ..."
124785827,7015163804781,Laptop Dell Inspiron 5410 J42F81 (Core i7-1165G7/ 16GB/ 512 SSD/ MX350 2GB/ 14 FHD Touch/ Win10 + Office) - Hàng Chính Hãng,Dell,30990000,"DELL INSPIRON T5410
- Ra đời vào nửa đầu năm 2021, Dell Inspiron 5410 là mẫu laptop 2 in 1 cấu hình khủng đáp ứng được hầu hết các nhu cầu văn phòng cao cấp, đồ họa,   

 
- Bạn sẽ sở hữu một chiếc..."
140758658,2708474127350,Laptop Dell Inspiron 5510 0WT8R2 (Core i5-11320H/ 8GB DDR4/ 256GB SSD/ 15.6 FHD/ Win10 + Office) - Hàng Chính Hãng,Dell,21749000,"Sở hữu thiết kế mỏng nhẹ và thanh lịch
Laptop Dell Inspiron 5510 0WT8R2 sở hữu trọng lượng 1.63 kg và dày 17.9 mm, với lớp vỏ được chế tác từ nhựa bền bỉ cùng nắp lưng từ kim loại cao cấp, mang đến..."
142795841,2107829282800,Laptop Dell Inspiron 5515 N5R75700U104W (AMD R7-5700U/ 8GB/ 512GB SSD/ 15.6 FHD/ Win10 + Office) - Hàng Chính Hãng,Dell,21849000,"
Thiết kế bắt mắt, có nhiều thay đổi tích cực
Laptop Dell Inspiron 5515 N5R75700U104W có phần vỏ được làm từ nhôm; đem lại cảm giác cao cấp, an tâm và giúp máy tối ưu hơn về trọng lượng. Bản lề máy..."
113577973,8108320591131,Máy tính xách tay Laptop Dell Latitude 3420 L3420I3SSD (Intel Core i3-1115G4 | 14 Inch HD | RAM 8GB | 256GB SSD NVMe | Intel UHD Graphics | Fedora Os) - Hàng chính hãng,Dell,16600000,"Thiết kế sang trọng
Laptop Dell Latitude 3420 L3420I3SSD được thiết kế đơn giản, sang trọng với  vỏ ngoài được phủ sơn màu đen và các cạnh bên được vát mỏng, các đường nét góc cạnh được bo tròn gọn..."
136959272,3892425863187,Laptop Dell XPS 13 9310 70262931 (Core i5-1135G7/8GB/256GB/Intel Iris Xe/13.4-inch FHD/Cảm ứng/Win 10/Bạc) - Hàng chính hãng,Dell,41990000,"Dell XPS 13 9310 2in1 70262931 được thiết kế nhỏ gọn có thể giúp bạn mang  đi mọi nơi, phong cách phù hợp với nhiều đối tượng. 
Dell XPS 13 9310 2in1 70262931 được trang bị bộ xử lý Intel Core..."
49206793,4869523489732,"Microsoft Surface Laptop 3 (Core i5-1035G7/13"") - Hàng Nhập Khẩu",Microsoft,24490000,"
Microsoft Surface Laptop 3 – Sự nâng cấp mới mẻ cho dòng Ultrabook
Microsoft Surface Laptop 3 (Core i5-1035G7/13"") sở hữu thiết kế ấn tượng và có nhiều sự thay đổi lớn, đặc biệt là phần rê chuột đã..."
124903733,8755383485280,Apple Mac Mini M1 2020 - 13 Inchs (8GB / 16GB - 256GB / 512GB) - Hàng Chính Hãng,Apple,17500000,"
Nội dung tính năng
Mac mini với chip Apple M1. CPU nhanh hơn đến 3x, GPU nhanh hơn đến 6x và Neural Engine mạnh mẽ với công nghệ máy học nhanh hơn đến 15x.* Cho hiệu năng khủng mà kích cỡ không..."
21045531,2113442336762,"Máy tính xách tay Lenovo ThinkPad X280,i5  Hàng chính hãng",Lenovo,20500000,"THÔNG SỐ KỸ THUẬT





Bộ vi xử lý (CPU) 




Tên bộ vi xử lý


Intel Core i5-8250U Processor 




Tốc độ


1.60 GHz up to 3.40 GHz




Bộ nhớ đệm


6Mb Cache




Bộ nhớ trong ()




Dung lượng


8GB..."
135777002,1594038767055,Bộ Bàn phím Chuột không dây mini WL619 - pin sạc - đa kết nối bluetooth 5.0 + 3.0 + Usb wireless 2.4G,OEM,470000,- Bộ Bàn phím Chuột không dây mini WL619 - pin sạc - đa kết nối bluetooth 5.0 + 3.0 + Usb wireless 2.4G- Độ nhạy mouse : 1800dpi- Kết Nối : bluetooth 5.0 + bluetooth 3.0 + Usb wireless 2.4G ( Phím...
134018636,2683576616357,Máy tính xách tay - Laptop Asus ExpertBook B1400 (Chip Intel Core i5-1135G7 | RAM 8GB | SSD 512GB NVMe | 14' Full HD | Bảo mật vân tay | Bảo mật TPM 2.0 | Độ bền chuẩn quân đội US) - Hàng Chính Hãng,Asus,19550000,"ASUS ExpertBook B1400 được thiết kế dành cho doanh nghiệp, khiến đây là lựa chọn thông minh cho các startup tham vọng, những tổ chức giáo dục uy tín và các công ty đang phát triển ở mọi quy mô. Sản..."
73795655,7072981914624,Apple MacBook Pro 2020 M1 - 13 Inchs (Apple M1/ 8GB/ 256GB) - Hàng Chính Hãng,Apple,31890000,"Thiết kế trau chuốt từng đường nét, trải nghiệm hình ảnh sắc nét với màn hình Retina
Vẫn kế thừa thiết kế từ người tiềm nhiệm trước đó của mình, Macbook Pro 2020 M1 vẫn sở hữu thiết kế nhôm nguyên..."
97034085,7816547019605,Laptop HP ProBook 430 G8 2H0N7PA (Core i5-1135G7/ 4GB DDR4 3200MHz/ 512GB SSD PCIe NVMe/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng,HP,19209000,"Thiết kế hiện đại cho phong cách làm việc hiện đại
Laptop HP ProBook 430 G8 2H0N7PA (Core i5-1135G7/ 4GB DDR4 3200MHz/ 512GB SSD PCIe NVMe/ 13.3 FHD IPS/ Win10) - Hàng Chính Hãng với thiết kế mới mẻ,..."
139815379,8532109252344,"Laptop MSI Modern 14 B11MOU-460VN (i7-1165G7, Ram 8GB, SSD 512GB, 14 inch FHD, Win 10) Hàng chính hãng",MSI,21990000,"Hoàn thành xuất sắc mọi công việc với hiệu suất đỉnh cao
Sức mạnh của MSI Modern 14 B11MO khiến tất cả phải bất ngờ khi máy trang bị bộ vi xử lý “trùm cuối” Intel Core i7 1165G7. Đây là con chip mới..."
141322626,1969355727438,Laptop Lenovo IdeaPad 3 15ITL6 82H80042VN (Core i5-1135G7/ 8GB DDR4/ 512GB SSD/ 15.6 FHD/ Win10) - Hàng Chính Hãng,Lenovo,18490000,"Laptop Lenovo IdeaPad 3 15ITL6 82H80042VN INTEL CORE I5 1135G7 8GB 512 SSD FULL HD 15.6 INCH
Hệ điều hành : Windows 10 Home SL
Bộ vi xử lý : Intel Core i5-1135G7 Processor (.2.4GHz Up to 4.2 GHz,..."
118526695,1650622910066,Laptop Dell Vostro 3405 V4R53500U003W(AMD R5-3500U/ 8GB/ 512GB PCIE/ 14 FHD/ Win10) - Hàng Chính Hãng,Dell,16890000,"

Laptop Dell Vostro 14 3405 (3405-V4R53500U003W) là thế hệ máy tính được cải tiến về hiệu năng nhằm tối ưu khả năng xử lý thông tin một cách nhanh chóng. Với thiết kế mang tính cơ động cao nhờ trọng..."
